annotation_id,annotator,content_moderation,created_at,id,lead_time,text,updated_at
322,1,"{""choices"":[""ask"",""DIY""]}",2025-06-25T08:57:06.364571Z,4663,22.979,"{""qID"": ""3VIVIU06FKAEREROCPNQM8FM799MIT-1"", ""sentence"": ""Aaron asked Ian to help replace the bathroom tile because _ wanted help with it."", ""option1"": ""Aaron"", ""option2"": ""Ian"", ""answer"": ""1""}",2025-06-25T08:57:06.364606Z
323,1,ask,2025-06-25T08:57:20.014386Z,4678,12.132,"{""qID"": ""39AYGO6AFFI4GCHNMPT12KEH8P96N7-2"", ""sentence"": ""Joseph asked Craig what to do with their dog, because _ knew that they could be professional about it."", ""option1"": ""Joseph"", ""option2"": ""Craig"", ""answer"": ""2""}",2025-06-25T08:57:20.014405Z
324,1,ask,2025-06-25T08:57:34.979371Z,4696,13.423,"{""qID"": ""3OKP4QVBP2VZTMC4PYXIS576YGPAG4-2"", ""sentence"": ""Rebecca was excited that Elena was coming over because _ had been asking to see their new house for weeks."", ""option1"": ""Rebecca"", ""option2"": ""Elena"", ""answer"": ""2""}",2025-06-25T08:57:34.979407Z
325,1,ask,2025-06-25T08:58:01.858620Z,4728,25.162,"{""qID"": ""3V8JSVE8YYO25QEGZ9LAVO41OP9EYT-2"", ""sentence"": ""Betty turned in their report on time on Friday, while Mary asked for a two day extension, so _ spent the weekend writing."", ""option1"": ""Betty"", ""option2"": ""Mary"", ""answer"": ""2""}",2025-06-25T08:58:01.858656Z
356,1,"{""choices"":[""friendship"",""family""]}",2025-06-25T09:25:30.500902Z,4758,10.611,"{""qID"": ""3CRWSLD91K2ON02RAK0V65B8JG7OML-1"", ""sentence"": ""Randy but not Kevin needed a larger wedding venue because _ had lots of friends and family."", ""option1"": ""Randy"", ""option2"": ""Kevin"", ""answer"": ""1""}",2025-06-25T09:25:30.500922Z
381,1,family,2025-06-25T09:35:53.322183Z,4803,9.971,"{""qID"": ""3X0EMNLXER34SC78NAQ1AZNKET6VPQ-2"", ""sentence"": ""My sister liked to stay in the hotel instead of the house when she visited us because the _ was more crowded."", ""option1"": ""hotel"", ""option2"": ""house"", ""answer"": ""2""}",2025-06-25T09:35:53.322203Z
326,1,"{""choices"":[""ask"",""chores""]}",2025-06-25T08:59:04.272168Z,4816,49.044,"{""qID"": ""3M47JKRKCZFY7UTQ0LGICLCU76968D-2"", ""sentence"": ""Maria asked Megan if she would help clean the garage but _ did not care if work got done around the house."", ""option1"": ""Maria"", ""option2"": ""Megan"", ""answer"": ""2""}",2025-06-25T08:59:04.272192Z
327,1,ask,2025-06-25T08:59:24.149724Z,4831,17.569,"{""qID"": ""3G5RUKN2EEH6SKIS4U8DESTRMI39NY-2"", ""sentence"": ""Rachel was interested in learning about herbal treatments and asked Betty to share her knowledge. _ was anxious to help."", ""option1"": ""Rachel"", ""option2"": ""Betty"", ""answer"": ""2""}",2025-06-25T08:59:24.149747Z
328,1,ask,2025-06-25T08:59:55.041986Z,4839,25.74,"{""qID"": ""3URJ6VVYUR1NDZCSOECZC9IGQ084OQ-1"", ""sentence"": ""Joel wants to start beekeeping but asks Eric if he wants to join him, because _ would feel lonely."", ""option1"": ""Joel"", ""option2"": ""Eric"", ""answer"": ""1""}",2025-06-25T08:59:55.042022Z
403,1,sickness,2025-06-25T09:48:42.352359Z,4840,15.125,"{""qID"": ""33N1S8XHHOZIK4TG354EU9IHYG3Z14-1"", ""sentence"": ""Sarah was more sick in the morning than Emily because _ was several weeks pregnant."", ""option1"": ""Sarah"", ""option2"": ""Emily"", ""answer"": ""1""}",2025-06-25T09:48:42.352385Z
461,1,ask,2025-06-25T15:04:11.837503Z,4870,12.201,"{""qID"": ""38Z7YZ2SB305CTPG4IU73HZRMSRQIA-1"", ""sentence"": ""I asked Patricia to buy the present but didn't ask Jessica, I think _ has a good taste."", ""option1"": ""Patricia"", ""option2"": ""Jessica"", ""answer"": ""1""}",2025-06-25T15:04:11.837533Z
462,1,ask,2025-06-25T15:04:19.732850Z,4871,6.336,"{""qID"": ""3HEM8MA6H9AXTFCKHDKRCE033PYPQU-1"", ""sentence"": ""The manager asked Jennifer but not Emily to write the daily specials because _ had good handwriting."", ""option1"": ""Jennifer"", ""option2"": ""Emily"", ""answer"": ""1""}",2025-06-25T15:04:19.732872Z
463,1,ask,2025-06-25T15:04:32.667548Z,4878,11.292,"{""qID"": ""3NOEP8XAU40H2CDW3RFJ6MWW0MWXPY-1"", ""sentence"": ""Eric asked Ryan to accept their job application, as _ had shown a strong interest in it in the past."", ""option1"": ""Eric"", ""option2"": ""Ryan"", ""answer"": ""1""}",2025-06-25T15:04:32.667568Z
464,1,ask,2025-06-25T15:04:55.436199Z,4882,21.211,"{""qID"": ""3IV1AEQ4DRBV109Q06Y7TRTR50UJ82-2"", ""sentence"": ""At art class in school, Craig asked William for glue because the glue _ had was full."", ""option1"": ""Craig"", ""option2"": ""William"", ""answer"": ""2""}",2025-06-25T15:04:55.436220Z
465,1,ask,2025-06-25T15:06:02.309815Z,4885,65.145,"{""qID"": ""3U74KRR67OZPCZR620DU5SU3GNHTNP-1"", ""sentence"": ""Lindsey asks for Megan's advice on how to politely say no to a man who asked her out, because _ doesn't want to hurt his feelings."", ""option1"": ""Lindsey"", ""option2"": ""Megan"", ""answer"": ""1""}",2025-06-25T15:06:02.309852Z
466,1,ask,2025-06-25T15:06:29.051212Z,4891,25.089,"{""qID"": ""37NXA7GVSVKE1RSAVIXUTIEZ8DXLVV-1"", ""sentence"": ""Natalie asked Elena to place the book on the top shelf since _ was too short to reach."", ""option1"": ""Natalie"", ""option2"": ""Elena"", ""answer"": ""1""}",2025-06-25T15:06:29.051233Z
456,1,ask,2025-06-25T15:00:23.471999Z,4961,15.508,"{""qID"": ""3S4TINXCC217YYX13TMMKNOM0COBO6-1"", ""sentence"": ""Michael asked Jeffrey if the company had ever been accused of discrimination because _ wanted to know."", ""option1"": ""Michael"", ""option2"": ""Jeffrey"", ""answer"": ""1""}",2025-06-25T15:00:23.472022Z
357,1,"{""choices"":[""family"",""wealth""]}",2025-06-25T09:25:47.266065Z,4970,15.415,"{""qID"": ""3D5G8J4N5A2NQF18KTNLNB08E0YTVY-2"", ""sentence"": ""Michael had such a simple life compared to Steven because _ came from a poor family."", ""option1"": ""Michael"", ""option2"": ""Steven"", ""answer"": ""2""}",2025-06-25T09:25:47.266090Z
467,1,ask,2025-06-25T15:06:39.394592Z,4972,8.103,"{""qID"": ""375VSR8FVW7RJKTQH17T82CMEQPRZ1-1"", ""sentence"": ""Adam politely asked Ryan to reach the book on the top shelf, because _ was very short."", ""option1"": ""Adam"", ""option2"": ""Ryan"", ""answer"": ""1""}",2025-06-25T15:06:39.394631Z
404,1,sickness,2025-06-25T09:49:00.068698Z,4991,16.426,"{""qID"": ""3KI0JD2ZU3WU7GO7QGOCYLGZWY667H-2"", ""sentence"": ""Since Craig's dog was sick and in need of a veterinarian while Kevin's was healthy and energetic, _ took their dog to the park."", ""option1"": ""Craig"", ""option2"": ""Kevin"", ""answer"": ""2""}",2025-06-25T09:49:00.068746Z
405,1,"{""choices"":[""friendship"",""sickness""]}",2025-06-25T09:49:20.451094Z,4992,19.04,"{""qID"": ""3HYV4299H2A2K9M563ZGO947OKY8EX-2"", ""sentence"": ""Carrie regretted Samantha visiting her while she was sick at home as _ now had the same fever and a runny nose just like her friend."", ""option1"": ""Carrie"", ""option2"": ""Samantha"", ""answer"": ""2""}",2025-06-25T09:49:20.451116Z
431,1,"{""choices"":[""ask"",""sickness""]}",2025-06-25T14:36:01.048790Z,5004,25.616,"{""qID"": ""3BFF0DJK8ZQMSCJBAWUG4M493OESTT-1"", ""sentence"": ""Brett was told by Dennis that they had anemia so _ spent time asking questions to the other about supplements."", ""option1"": ""Brett"", ""option2"": ""Dennis"", ""answer"": ""1""}",2025-06-25T14:36:01.048838Z
468,1,ask,2025-06-25T15:07:40.851062Z,5013,59.586,"{""qID"": ""3WYZV0QBFLRUS7BT4K9I30FGE6YXBM-2"", ""sentence"": ""Laura asked Elena to help choose their new curtains because _  was an interior designer."", ""option1"": ""Laura"", ""option2"": ""Elena"", ""answer"": ""2""}",2025-06-25T15:07:40.851105Z
304,1,friendship,2025-06-24T09:31:20.059377Z,5025,11.557,"{""qID"": ""3PKVGQTFIJY68JIS5DHAMTRSWNZYRK-1"", ""sentence"": ""The woman decided to order the steak instead of the pasta because her friend has recommended the _ ."", ""option1"": ""steak"", ""option2"": ""pasta"", ""answer"": ""1""}",2025-06-24T09:31:20.059398Z
432,1,,2025-06-25T14:36:29.038679Z,5073,20.488,"{""qID"": ""3P6ENY9P7BA7TPPK5QJDM1VYJWHHIG-2"", ""sentence"": ""Angela is preparing Mary for tricky interview questions, because _ could use some help."", ""option1"": ""Angela"", ""option2"": ""Mary"", ""answer"": ""2""}",2025-06-25T14:36:29.038709Z
371,1,"{""choices"":[""family"",""chores""]}",2025-06-25T09:32:18.390634Z,5074,77.328,"{""qID"": ""3AQN9REUTHUC79ZNNCMQH4APJPMDYH-2"", ""sentence"": ""My mother made tacos today and burritos yesterday for lunch so the _ were older."", ""option1"": ""tacos"", ""option2"": ""burritos"", ""answer"": ""2""}",2025-06-25T09:32:18.390654Z
289,1,"{""choices"":[""hesitation"",""family"",""chores""]}",2025-06-24T09:16:17.272097Z,5084,44.833,"{""qID"": ""35F6NGNVMAX09EZJMTW59V8DG09T7V-2"", ""sentence"": ""I smelled the cookies and wondered if mom was making oatmeal or chocolate chip.  I smelled melted chocolate so I ran down to get the _ cookies."", ""option1"": ""oatmeal"", ""option2"": ""chocolate chip"", ""answer"": ""2""}",2025-06-24T09:16:17.272119Z
305,1,friendship,2025-06-24T09:31:52.489040Z,5088,31.133,"{""qID"": ""366FYU4PTGN7LLPZVUKJMGPQVPHEKE-1"", ""sentence"": ""The job was found when a friend gave him a phone and a bus pass. The _ was older."", ""option1"": ""phone"", ""option2"": ""pass"", ""answer"": ""1""}",2025-06-24T09:31:52.489076Z
469,1,ask,2025-06-25T15:07:49.868069Z,5121,7.414,"{""qID"": ""3GKAWYFRAR7IYV7MWPQ74DHCDIXDPT-1"", ""sentence"": ""Betty asked Jessica when the roses would bloom, because _ had little knowledge about flowers."", ""option1"": ""Betty"", ""option2"": ""Jessica"", ""answer"": ""1""}",2025-06-25T15:07:49.868113Z
358,1,family,2025-06-25T09:26:11.800299Z,5146,23.259,"{""qID"": ""3DQYSJDTYNPSZANDEBB848L1GUFXE7-2"", ""sentence"": ""The brush Laura gave to Jessica was a family heirloom, so _ put it in a shadow box."", ""option1"": ""Laura"", ""option2"": ""Jessica"", ""answer"": ""2""}",2025-06-25T09:26:11.800326Z
379,1,family,2025-06-25T09:35:21.321109Z,5186,10.586,"{""qID"": ""3L2OEKSTWBO0QE3W64BAVCWO74EY8W-1"", ""sentence"": ""When he was a toddler, my brother always picked the oranges out of fruit salad an only ate the strawberries since the _ were sour."", ""option1"": ""oranges"", ""option2"": ""strawberries"", ""answer"": ""1""}",2025-06-25T09:35:21.321131Z
470,1,"{""choices"":[""ask"",""sickness""]}",2025-06-25T15:08:07.253609Z,5188,15.336,"{""qID"": ""3XJOUITW8W5AFW4YIS5B9MP8LAKQTD-1"", ""sentence"": ""Mary wanted to ease Rachel's pain, so _ asked to apply some pain medication to the area."", ""option1"": ""Mary"", ""option2"": ""Rachel"", ""answer"": ""1""}",2025-06-25T15:08:07.253805Z
382,1,hesitation,2025-06-25T09:38:05.146133Z,5192,18.762,"{""qID"": ""3NSM4HLQNT8XNGC61OBG4HEL1EYQQY-1"", ""sentence"": ""I couldn't decide if I wanted to drink cognac tonight, but when my choices were between cognac and beer, I stayed class and picked _ ."", ""option1"": ""cognac"", ""option2"": ""beer"", ""answer"": ""1""}",2025-06-25T09:38:05.146154Z
406,1,"{""choices"":[""family"",""sickness""]}",2025-06-25T09:49:55.312547Z,5194,33.503,"{""qID"": ""307L9TDWJ06KDITCNL73NFQ6OWQN38-1"", ""sentence"": ""I sent a sick relative a card and a plant but he's allergic to the plant so the _ was thrown away."", ""option1"": ""plant"", ""option2"": ""card"", ""answer"": ""1""}",2025-06-25T09:49:55.312584Z
471,1,"{""choices"":[""ask"",""wealth""]}",2025-06-25T15:08:22.234301Z,5262,12.641,"{""qID"": ""3NSCTNUR2ZL1DPNK82ERO8GHDIKA5M-1"", ""sentence"": ""Scott saw his company's profit sheet and asked for a raise. It was denied because the _ was too big."", ""option1"": ""raise"", ""option2"": ""profit"", ""answer"": ""1""}",2025-06-25T15:08:22.234332Z
255,1,chores,2025-06-24T08:55:42.799913Z,5276,27.264,"{""qID"": ""3W5PY7V3UP5AG608DAW1S4HTT01YJ0-2"", ""sentence"": ""Lawrence knew how to mix soap and water better than Jeffrey because _ had a lot of chores that involved walking the dog."", ""option1"": ""Lawrence"", ""option2"": ""Jeffrey"", ""answer"": ""2""}",2025-06-24T08:55:42.799950Z
306,1,friendship,2025-06-24T09:32:14.593966Z,5285,20.759,"{""qID"": ""32PT7WK7DMDWXH3SETH0ZCQ3FDKD32-1"", ""sentence"": ""Erin was intuitive and compassionate, while Jessica was egotistical and selfish. _ was an excellent friend to have."", ""option1"": ""Erin"", ""option2"": ""Jessica"", ""answer"": ""1""}",2025-06-24T09:32:14.593991Z
307,1,,2025-06-24T09:33:10.648819Z,5289,54.625,"{""qID"": ""3I7KR83SNABQQPYINJ4XU2OFZ90K92-1"", ""sentence"": ""Neil was looking for a soulmate and Dennis was looking for a friend. _ fell in love with a friend that day."", ""option1"": ""Neil"", ""option2"": ""Dennis"", ""answer"": ""1""}",2025-06-24T09:33:10.648840Z
290,1,,2025-06-24T09:16:36.504138Z,5323,17.67,"{""qID"": ""3RHLQY6EDT2HFDMWE7MJ9HI9YTHD4P-2"", ""sentence"": ""Cynthia thought that the scenario was wonderful unlike Felicia, because _ believed that it was fake."", ""option1"": ""Cynthia"", ""option2"": ""Felicia"", ""answer"": ""2""}",2025-06-24T09:16:36.504177Z
472,1,ask,2025-06-25T15:08:56.287005Z,5333,32.393,"{""qID"": ""32CXT5U14G14FGKKC52L0T22H1X8UT-2"", ""sentence"": ""Christine was having trouble opening their computer downloads and asked Rebecca for help because _ worked with computers a lot."", ""option1"": ""Christine"", ""option2"": ""Rebecca"", ""answer"": ""2""}",2025-06-25T15:08:56.287035Z
473,1,ask,2025-06-25T15:09:02.830911Z,5367,4.593,"{""qID"": ""3XEIP58NL21VABXKWFMXEORVWQ5LZ1-1"", ""sentence"": ""Cynthia asked Megan how to grow lettuce and a variety of other vegetables as _ was an inexperienced gardener."", ""option1"": ""Cynthia"", ""option2"": ""Megan"", ""answer"": ""1""}",2025-06-25T15:09:02.830938Z
474,1,ask,2025-06-25T15:09:25.132911Z,5422,20.714,"{""qID"": ""3BFNCI9LYKOGG82INGEEZKG7YJQ37B-1"", ""sentence"": ""Tanya asked Monica to babysit for a few hours as _ had a date that night.."", ""option1"": ""Tanya"", ""option2"": ""Monica"", ""answer"": ""1""}",2025-06-25T15:09:25.132963Z
383,1,ask,2025-06-25T09:38:37.055219Z,5429,22.237,"{""qID"": ""3PKVGQTFIHIREUJLLF5AUV3K3C6RYM-2"", ""sentence"": ""Emily asked Cynthia if they needed a moment to themselves, but _ was not feeling anxious."", ""option1"": ""Emily"", ""option2"": ""Cynthia"", ""answer"": ""2""}",2025-06-25T09:38:37.055242Z
372,1,family,2025-06-25T09:32:37.954148Z,5441,10.324,"{""qID"": ""37PGLWGSJVKYVFQSBBMAZTBQBDLIKL-1"", ""sentence"": ""Rebecca had a better relationship with her father than Betty because _ still lived with him."", ""option1"": ""Rebecca"", ""option2"": ""Betty"", ""answer"": ""1""}",2025-06-25T09:32:37.954171Z
373,1,"{""choices"":[""family"",""sickness""]}",2025-06-25T09:32:54.576114Z,5486,15.125,"{""qID"": ""3VP28W7DUNIUGUOHQ67ZRDY3BX9ZFZ-2"", ""sentence"": ""My grandfather had a disease that was less severe than his wife's cancer because the _ was terminal."", ""option1"": ""disease"", ""option2"": ""cancer"", ""answer"": ""2""}",2025-06-25T09:32:54.576134Z
475,1,ask,2025-06-25T15:09:43.190417Z,5494,16.431,"{""qID"": ""3UL5XDRDNCHNU1U5B4UDSHAMIIE85H-2"", ""sentence"": ""Justin played in emo band Texas is the Reason, of which Dennis was a big fan, so _ asked him for an autograph."", ""option1"": ""Justin"", ""option2"": ""Dennis"", ""answer"": ""2""}",2025-06-25T15:09:43.190450Z
407,1,sickness,2025-06-25T09:50:37.160174Z,5535,40.582,"{""qID"": ""3GKAWYFRAPR3468FCRE7CFT4K85PDH-2"", ""sentence"": ""In the underground, Rachel rode further on the subway than Sarah because _ gets sick on the ride."", ""option1"": ""Rachel"", ""option2"": ""Sarah"", ""answer"": ""2""}",2025-06-25T09:50:37.160337Z
476,1,ask,2025-06-25T15:10:42.115504Z,5541,43.439,"{""qID"": ""3YGYP13643NCWKEEYB8Z5DTLS4MRNG-1"", ""sentence"": ""Erin asked Sarah to be her agent, since _ was ignorant of the ins and outs of the music business."", ""option1"": ""Erin"", ""option2"": ""Sarah"", ""answer"": ""1""}",2025-06-25T15:10:42.115530Z
374,1,family,2025-06-25T09:33:07.620675Z,5570,11.807,"{""qID"": ""3PR3LXCWSHDB4EWW60VMCUKQPXZX9X-2"", ""sentence"": ""Kevin left Nick and their parents and started a new life, but _ decided to obey his father."", ""option1"": ""Kevin"", ""option2"": ""Nick"", ""answer"": ""2""}",2025-06-25T09:33:07.620697Z
433,1,ask,2025-06-25T14:38:51.444891Z,5571,140.846,"{""qID"": ""3VJ4PFXFJ35IY4DZ93MZWK8XC38AU7-1"", ""sentence"": ""Tanya is going to London for a week and Mary has already been there, so _ asked a lot of questions."", ""option1"": ""Tanya"", ""option2"": ""Mary"", ""answer"": ""1""}",2025-06-25T14:38:51.444912Z
434,1,ask,2025-06-25T14:39:04.272661Z,5593,11.284,"{""qID"": ""3M93N4X8HKLDKKOZE44CAITSCAGSJH-2"", ""sentence"": ""Mary asked Christine a lot of questions during the football game because _ knew everything about the game."", ""option1"": ""Mary"", ""option2"": ""Christine"", ""answer"": ""2""}",2025-06-25T14:39:04.272682Z
477,1,ask,2025-06-25T15:11:38.099447Z,5596,53.123,"{""qID"": ""3087LXLJ6OUC8YHY6A67DCJPHN10FK-2"", ""sentence"": ""Nick just got his passport that Nelson had asked him to get so _ could take him abroad."", ""option1"": ""Nick"", ""option2"": ""Nelson"", ""answer"": ""2""}",2025-06-25T15:11:38.099468Z
478,1,ask,2025-06-25T15:12:38.908262Z,5610,17.005000000000003,"{""qID"": ""3XBXDSS88AX65GX5VXYCH3BKOMALXZ-1"", ""sentence"": ""Logan asked Ian to go to the pet store with him to buy a gecko because he has 2 and _ has never owned one."", ""option1"": ""Logan"", ""option2"": ""Ian"", ""answer"": ""1""}",2025-06-25T15:12:38.908282Z
479,1,"{""choices"":[""ask"",""wealth""]}",2025-06-25T15:12:54.805090Z,5634,13.778,"{""qID"": ""3O71U79SRD3IFHTR1ZT4I89IBQ0MSS-1"", ""sentence"": ""Carrie asked Samantha for their share of the rent as _ was going to pay the rent."", ""option1"": ""Carrie"", ""option2"": ""Samantha"", ""answer"": ""1""}",2025-06-25T15:12:54.805121Z
413,1,sickness,2025-06-25T09:52:17.849462Z,5669,13.32,"{""qID"": ""3BFF0DJK8ZQMSCJBAWUG4M4A5YGTSK-2"", ""sentence"": ""The recovery was a lot shorter for Natalie than Betty, because _ injury was more severe."", ""option1"": ""Natalie"", ""option2"": ""Betty"", ""answer"": ""2""}",2025-06-25T09:52:17.849486Z
480,1,ask,2025-06-25T15:13:00.767156Z,5679,4.378,"{""qID"": ""3HEADTGN2R6P4PNN02UQFUNYE5MRVR-1"", ""sentence"": ""Leslie asked his neighbor Samuel to turn the music down because _ was trying to sleep."", ""option1"": ""Leslie"", ""option2"": ""Samuel"", ""answer"": ""1""}",2025-06-25T15:13:00.767195Z
329,1,friendship,2025-06-25T09:13:03.596255Z,5684,21.41,"{""qID"": ""3XJOUITW8W5AFW4YIS5B9MP9M8ITQD-1"", ""sentence"": ""James handed a box of items for his friend to carry but feeling lazy, his friend had his eyes on the bag because the _ is smaller."", ""option1"": ""bag"", ""option2"": ""box"", ""answer"": ""1""}",2025-06-25T09:13:03.596290Z
481,1,ask,2025-06-25T15:13:09.782006Z,5693,6.381,"{""qID"": ""3VEI3XUCZTBCZ5QREQLR92YGSJOPRB-2"", ""sentence"": ""The computer that Jessica was using belonged to Christine, so _ asked her to be very careful with it."", ""option1"": ""Jessica"", ""option2"": ""Christine"", ""answer"": ""2""}",2025-06-25T15:13:09.782027Z
457,1,ask,2025-06-25T15:00:59.342260Z,5705,12.126,"{""qID"": ""3T2HW4QDUXLN1GL1F4ZZYHZFNA59CO-1"", ""sentence"": ""Adam asked Hunter if they were planning on going to visit the doctor because _ wanted to know."", ""option1"": ""Adam"", ""option2"": ""Hunter"", ""answer"": ""1""}",2025-06-25T15:00:59.342296Z
291,1,"{""choices"":[""hesitation"",""DIY""]}",2025-06-24T09:17:39.329155Z,5714,61.46,"{""qID"": ""3XDJY5RK5UZIQ4WPK0O8BFA6ASG4U3-1"", ""sentence"": ""He wondered if he should glue the board to the metal, but the glue wouldn't stick to the _ when he tried."", ""option1"": ""metal"", ""option2"": ""board"", ""answer"": ""1""}",2025-06-24T09:17:39.329175Z
330,1,friendship,2025-06-25T09:13:23.784997Z,5733,18.238,"{""qID"": ""3B286OTISGVOED1CH2ULHGNUJCWJAR-1"", ""sentence"": ""Emily had to unfollow a friend on facebook and Sarah didn't because _ thought the views were extreme."", ""option1"": ""Emily"", ""option2"": ""Sarah"", ""answer"": ""1""}",2025-06-25T09:13:23.785020Z
482,1,ask,2025-06-25T15:13:36.535846Z,5754,25.195,"{""qID"": ""33TGB4G0LRVUOT5A46033UL2JB5TXA-2"", ""sentence"": ""James asked for a bag if they are paying him in cash and not a check because the _ is light."", ""option1"": ""cash"", ""option2"": ""check"", ""answer"": ""2""}",2025-06-25T15:13:36.535884Z
292,1,,2025-06-24T09:21:35.657094Z,5820,187.023,"{""qID"": ""35XW21VSVISY9ZB61NSPIVUS9AELS3-1"", ""sentence"": ""As he wondered around the room, Jim tried to overhear the conversation between his superiors, but the _ was too loud."", ""option1"": ""room"", ""option2"": ""conversation"", ""answer"": ""1""}",2025-06-24T09:21:35.657121Z
408,1,sickness,2025-06-25T09:50:58.990850Z,5821,9.893,"{""qID"": ""3WA2XVDZEOVFGV3HDO2I4V8GIZLE6E-1"", ""sentence"": ""Monica was at home sick with a cold, so Felicia bought some oranges to help _ get over the infection."", ""option1"": ""Monica"", ""option2"": ""Felicia"", ""answer"": ""1""}",2025-06-25T09:50:58.990888Z
359,1,family,2025-06-25T09:26:23.119744Z,5906,9.853,"{""qID"": ""3ICOHX7ENEPK2KH2BZM1VUYP56L0E5-1"", ""sentence"": ""Laura didn't feel comfortable having Jennifer around their family, because _ wanted to isolate them."", ""option1"": ""Laura"", ""option2"": ""Jennifer"", ""answer"": ""1""}",2025-06-25T09:26:23.119765Z
409,1,sickness,2025-06-25T09:51:15.483114Z,5935,13.423,"{""qID"": ""3VW0145YL0QPGEA1E5KQQ7IUDVGMJD-1"", ""sentence"": ""Erin refused to take the medications that Christine gave them, even though _ was constantly sick."", ""option1"": ""Erin"", ""option2"": ""Christine"", ""answer"": ""1""}",2025-06-25T09:51:15.483135Z
360,1,"{""choices"":[""friendship"",""family""]}",2025-06-25T09:26:50.378575Z,6011,25.935,"{""qID"": ""3G9UA71JVVSR1M47Q161FRXWPX27JA-1"", ""sentence"": ""Brian had a more close knit family than Adam who was from a broken home, so _ seemed friendlier."", ""option1"": ""Brian"", ""option2"": ""Adam"", ""answer"": ""1""}",2025-06-25T09:26:50.378596Z
331,1,"{""choices"":[""friendship"",""family"",""success""]}",2025-06-25T09:14:05.230226Z,6023,39.687,"{""qID"": ""3BFNCI9LYM4VAX1P7EQERI4FMB273I-1"", ""sentence"": ""Jennifer offered to teach her friend Natalie how to crochet a scarf for her mother's birthday. _ was proud to see the results of her tutoring."", ""option1"": ""Jennifer"", ""option2"": ""Natalie"", ""answer"": ""1""}",2025-06-25T09:14:05.230255Z
435,1,,2025-06-25T14:39:15.953181Z,6060,10.027,"{""qID"": ""31MBOZ6PAQ5I2IMA412P3QQAN29CL7-1"", ""sentence"": ""She knew the questions on the math test and not the reading test since the _ test was on a longer timer."", ""option1"": ""math"", ""option2"": ""reading"", ""answer"": ""1""}",2025-06-25T14:39:15.953233Z
375,1,"{""choices"":[""family"",""chores""]}",2025-06-25T09:33:27.173859Z,6098,18.264,"{""qID"": ""3VEI3XUCZRVX5GRKUS9RH4A8Z6WRPJ-1"", ""sentence"": ""Tanya yelled at Carrie because _ had reminded her to clean out the garage before father came home."", ""option1"": ""Tanya"", ""option2"": ""Carrie"", ""answer"": ""1""}",2025-06-25T09:33:27.173880Z
361,1,family,2025-06-25T09:27:08.937847Z,6105,16.449,"{""qID"": ""34HEO7RUG885C1KPP73UJ79LTTQRAR-1"", ""sentence"": ""Betty took a lot of Polaroid pictures on their vacation while Laura took plenty of videos. _ gave their family a photo album of their trip."", ""option1"": ""Betty"", ""option2"": ""Laura"", ""answer"": ""1""}",2025-06-25T09:27:08.937906Z
410,1,sickness,2025-06-25T09:51:30.411019Z,6147,13.607,"{""qID"": ""3YKP7CX6G4T0DS52M75K912RADSB7A-2"", ""sentence"": ""Matthew takes his pet rabbit in to see Brett when it gets sick. This is because _ is a concerned pet vet."", ""option1"": ""Matthew"", ""option2"": ""Brett"", ""answer"": ""2""}",2025-06-25T09:51:30.411065Z
414,1,sickness,2025-06-25T09:52:39.266359Z,6290,10.567,"{""qID"": ""35O6H0UNLUUR87PVM6349578R2SJ5Q-2"", ""sentence"": ""Patricia got bit by a snake while camping and Mary got bit by a mosquito. _ was itchy from their injury."", ""option1"": ""Patricia"", ""option2"": ""Mary"", ""answer"": ""2""}",2025-06-25T09:52:39.266400Z
362,1,"{""choices"":[""ask"",""family"",""chores""]}",2025-06-25T09:27:35.382116Z,6346,24.941,"{""qID"": ""3RQVKZ7ZRMX6PF563EC988ZOHYA27F-2"", ""sentence"": ""Logan demanded that Robert clean the upholstery in the family car, because _ was the one who made the stain."", ""option1"": ""Logan"", ""option2"": ""Robert"", ""answer"": ""2""}",2025-06-25T09:27:35.382136Z
436,1,,2025-06-25T14:39:49.558246Z,6399,15.975,"{""qID"": ""3WGCNLZJKF60NEPDRP3HBJB6M8V1DM-2"", ""sentence"": ""We were unable to calculate the solution to the math problem, but we found the answer to the english question. The _ was convoluted."", ""option1"": ""question"", ""option2"": ""problem"", ""answer"": ""2""}",2025-06-25T14:39:49.558268Z
411,1,sickness,2025-06-25T09:51:45.773502Z,6453,13.942,"{""qID"": ""3ATYLI1PRVGDGHVDRLZ3IB70A72OJT-1"", ""sentence"": ""So _ went to the hospital because Amy was sick while Mary was actually getting better."", ""option1"": ""Amy"", ""option2"": ""Mary"", ""answer"": ""1""}",2025-06-25T09:51:45.773544Z
363,1,"{""choices"":[""family"",""chores""]}",2025-06-25T09:28:04.516761Z,6528,27.803,"{""qID"": ""3JUDR1D0D6P118BEFF9FG1SAXUD2QQ-2"", ""sentence"": ""Darlene was making a casserole and decided to top it with tater tots instead of potato chips because her family had already had it with the _ before."", ""option1"": ""tater tots"", ""option2"": ""potato chips"", ""answer"": ""2""}",2025-06-25T09:28:04.516783Z
412,1,sickness,2025-06-25T09:51:54.678023Z,6587,7.124,"{""qID"": ""379OL9DBSUS04JM6BWHOV8RZR3SY93-1"", ""sentence"": ""Amy was grateful to Patricia for giving her some nausea medication, because _ felt really sick."", ""option1"": ""Amy"", ""option2"": ""Patricia"", ""answer"": ""1""}",2025-06-25T09:51:54.678044Z
