qID,phrase,option1,option2,answer,label
39O6Z4JLX2VU7WASP3OICELERV9XV6-1,"Sam had to control his diet by eating only mushroom and broccoli, but he only ate the _ to increase his greens.",broccoli,mushroom,1,1
33J5JKFMK8C5GF643DZKR9LARXW3Q6-1,Hunter asked Derrick to make the fresh chips and dip for the birthday party because _ ran out of potatoes.,Hunter,Derrick,1,-1
3QTFNPMJC8WLYB058S2CRGVK1H8NZ0-1,Cynthia loved eating Popsicles unlike Victoria because _ lived in a hot place and liked cold things.,Cynthia,Victoria,1,-1
3DQYSJDTYNPSZANDEBB848L0FD6EXE-1,"The dog of Hunter is sick, but Joel's is healthy and just fine. _ 's dog got into some chocolate.",Hunter,Joel,1,-1
37J05LC5AZXMCK4O1CLN7HV04JDDJF-1,Sarah always went to the local fresh fruit market unlike Betty because _ lived closer.,Sarah,Betty,1,0
3P6ENY9P79USZ0QDLS7DU37QV3EHIK-1,Mark bought a food processor to replace his blender that he used for baking. The _ was old.,blender,food processor,1,-1
3OZ4VAIBEXDTCC538Z9HL5DZGXUVJG-1,"The tilapia took longer to cook than the shrimp, so the _ burned more badly.",shrimp,tilapia,1,-1
3XWUWJ18TLO2DDRXF83QWLKREL8UU0-1,Mary worked hard to prevent weight gain whilst Emily did not because _ was conscientious.,Mary,Emily,1,1
37VE3DA4YUFICSC7FIFW8G3D0ENBH0-1,The cookies were eaten by Dennis and not Joel because _ was an unhealthy person.,Dennis,Joel,1,-1
3U74KRR67OZPCZR620DU5SU4HTPTNC-1,"Bugsy did not like to eat sugar and eats lots of salads as he was too fat, and the _ has a lot of calories.",sugar,salads,1,-1
3EKTG13IZU1GHFZUXSK3EO7ETSRLMT-1,It was important for Robert to pack water for the group but not food because the _ was scarce.,water,food,1,-1
3IVKZBIBJ2NWN3SGA2DRQ31MU41HSE-1,"Tanya ate a lot of candy as a child whereas Felicia ate vegetables. As a result, _ had poor teeth.",Tanya,Felicia,1,-1
38RHULDV90TPQFK90P5DN45LYEXIW8-1,The woman left the rice cooking on the stove but removed the beef because she didn't want  the _ to be undercooked.,rice,beef,1,0
341YLJU21IXOKANV27467Z1O6IUI2X-1,The local farm grew oats for the horses and vegetables for the townspeople; the people liked eating the _ during the winter.,vegetables,oats,1,0
3WKGUBL7S10F7E9VBMW7KSEMVVP4LV-1,"Sarah exercised , ate healthy meals and encouraged Jessica , who was obese, to do the same. _ was worried about their friends health.",Sarah,Jessica,1,-1
3KWGG5KP6J0NEB5OKFR4B5HRU2OCMC-1,"Rachel took their dog for a walk while Lindsey played with their dog at home, and _ enjoyed the fresh air.",Rachel,Lindsey,1,0
3HO4MYYR12MHB21WJQ5NGF6BGLQ6UN-1,"The doctor said that Betty was in very bad health compared to Rebecca, due to _ never going to the gym.",Betty,Rebecca,1,-1
3MH9DQ757XAMUFOWL6KBHQFP473GU8-1,The sandwich given to Brian by William was eaten very quickly. _ loved the flavors in it.,Brian,William,1,-1
30EMX9PEVMXNPTTOGNGO3VHDKWRKSP-1,The cat needed to lose weight more than the dog did because the _ ate more food.,cat,dog,1,-1
3E9VAUV7BWCZFDX4J4JOZ5EA3CFYAQ-1,Randy had dental implants but Benjamin didn't so _ had to stick to eating soft food.,Randy,Benjamin,1,0
3VP28W7DUNIUGUOHQ67ZRDY3B1ZZFX-1,Nelson grabbed a basket full of candy as a treat to Logan during Halloween because _ is his father.,Nelson,Logan,1,-1
372AGES0I432EPTBGJJ8BHWB16CRXG-1,Ian makes delicious carrots when compared to Dennis because _ is a world class cook.,Ian,Dennis,1,-1
33BFF6QPI3PA0C2QFMYQJY3WF093WA-1,"Kayla learned to be healthy from Lindsey, because _ had been in bad shape when they met.",Kayla,Lindsey,1,-1
3W1K7D6QSDVJX2B852X30LVRM6GBZH-1,"In the morning, Jennifer was given a large breakfast cooked by Angela, because _ was starving.",Jennifer,Angela,1,0
3FTID4TN8NCV5LNF0TKE0HITQWOYLA-1,Victoria went to the candy store to pick up some caramel for Maria but _ arrived ahead of schedule and it wasn't ready.,Victoria,Maria,1,-1
3BAWBGQGYNDFM638ROWKADWZF1EV72-1,"The bank was on the brink of collapse while the brokerage was healthy, because the _ was freewheeling with its debt .",bank,brokerage,1,-1
3XAOZ9UYRZPUCNTIWB91BII50AJQ1K-1,Tanya was on a vegan diet but not Carrie so _ always refused to eat eggs.,Tanya,Carrie,1,-1
3XAOZ9UYR1596CSPG9L13G6EVQF1Q3-1,I often cook food in either the microwave or oven. Sometimes you're just hungry though so the _ is best.,microwave,oven,1,-1
3Z33IC0JC20J0PR16LU4O9N5AN4V98-1,The plug that I bought from the hardware store didn't fit the drain because the _ was too fat.,plug,drain,1,0
3KVQ0UJWPZZDERPUT5MJYV1GTY1W5Y-1,"For two months Lindsey was on a diet while Carrie ate fast food. Afterwards, when they weighed themselves _ was delighted to see a 5 pounds loss.",Lindsey,Carrie,1,-1
3I6NF2WGIIAHH5ZUE0I1CSFSZAY5GV-1,Jessica eats a lot more beef than Patricia because _ lives near a farm and is a carnivore.,Jessica,Patricia,1,0
3M93N4X8HM1SE9N6Y2GC2GH05KYJSM-1,"Joseph made honey on toast for breakfast, but Jason did not eat it because he thought it was gross. _ thought it was rude not to eat the toast.",Joseph,Jason,1,0
3CRWSLD91K2ON02RAK0V65B8OXWMOB-1,"She used the deodorant instead of the perfume to make herself smell fresh, because the _ was full.",deodorant,perfume,1,-1
3QTFNPMJC6G64M1YOUQCZI7CDRSZN9-1,Bob had oranges and eggs for lunch. He finished eating all his oranges but didn't touch the eggs because the _ were disgusting.,eggs,oranges,1,-1
3SD15I2WD48C6XNKO4LML44JRQD36Q-1,The leggings were more comfortable than the jeans because the _ stretched out much more.,leggings,jeans,1,-1
309D674SH1Z6P90YDODVPNU5BOJCB4-1,Victoria stretched the material in the pants less than Tanya did because _ was thinner in size.,Victoria,Tanya,1,-1
334ZEL5JX6DRLVFWUHWHIEAEGKWSO7-1,Flour was added into the cake but not the tart due to the _ needing to be fluffy.,cake,tart,1,-1
3GVPRXWRPJ8A00J8SHX1VO645JTI73-1,"James decided to grow kale and chard in his vegetable garden that year, since the _ was suited to the climate.",chard,garden,1,0
3HUR21WDDW3Q5F44ECN2BBDGX1EYX4-1,Nelson helped Robert improve a boxed cake because _ had entered a contest before and won.,Nelson,Robert,1,-1
3GS542CVJVLN86DFGW0RSD5X74X595-1,Nick needed to be more energetic and Ryan offered to help because _ needed a good health plan.,Nick,Ryan,1,-1
38VTL6WC4CRH3WKU8647JSMX5A7Y5G-1,"Although broccoli and steak can both be part of a healthy diet, the _ has more antioxidants.",broccoli,steak,1,1
359AP8GAGGI4T8Y1G9PFSNK14URC72-1,Ellen opted to eat the tortillas rather than the nachos because she is on a low-carb diet. The _ have less carbs.,tortillas,nachos,1,-1
37G6BXQPLQJTWONU8Z4GI21ZUT9QEE-1,The cheap bookcase was secured against the library wall because the _ was not balanced.,bookcase,library wall,1,-1
3JU8CV4BRNQ92SYBMY4NF7TBHHUOPX-1,Kim wanted to be healthy while eating vegetables but also candy so the amount of _ she ate was huge.,vegetables,candy,1,-1
34YWR3PJ2AOT8K8J64CTJJJXMYSX0I-1,Many foods are best eaten from a bowl instead of a plate. The _ is useful when the food is runny and may spill.,bowl,plate,1,-1
3KA7IJSNW63AP9AVYVN1HP54HPXPBI-1,Christine ate a lot of cauliflower and other vegetables but Natalie did not as _ was very healthy.,Christine,Natalie,1,-1
3FI30CQHVMXH9SRX3X0S3N2WHWT6BJ-1,The baby only likes to eat apples and not oranges for breakfast because the _ are sweet.,apples,oranges,1,-1
32TZXEA1ONY2H75RICEO0D59ZUH410-1,John suspect there is no sugar in the tea but there is some in the coffee because the _ is sweet.,coffee,tea,1,-1
3421H3BM9AFVF5S05Y4LTNO2KK09JS-1,Wanting to be healthy suited Amy but not Angela because _ enjoyed drinking water on a daily basis.,Amy,Angela,1,-1
3VQTAXTYN3JNHEIRFHMVRVS3ULWBU6-1,"Bill replaced the chicken bone in his soup with cabbage after it cooked for a couple of hours, the _ was sharp.",bone,cabbage,1,0
3NBFJK3IOHGOVQ65ZH20T0RBSEJOGA-1,I decided to give my girlfriend a card instead of the candy as the _ is more intimate.,card,candy,1,-1
3ZXV7Q5FJD2W2QCEIQZR8DLRRG4CF6-1,The food was sprinkled with salt. We added pepper to the dish as the _ made it sour.,salt,pepper,1,-1
3MA5N0ATTC912LBQGUEP8MWQ2WRKWB-1,Brian asked Kenneth to sharpen his knives for him by tomorrow because _ needs them for cooking.,Brian,Kenneth,1,0
3W5PY7V3URLPAVZFX881K251M3YYJF-1,Eric did not lose weight as quickly as Aaron because _ cheated on their diet.,Eric,Aaron,1,-1
3LAZVA75NK5DALX5K0TBJULI6C72O3-1,The young cook poured oil from the container into the fryer until the _ was empty.,container,fryer,1,0
3HEM8MA6HBQCN4BR1BWR4COCY1JQPK-1,I will not eat spinach like I eat corn because the _ tastes absolutely disgusting.,spinach,corn,1,0
33NKDW9FFZWD2C3ZIK5DEKLYWP1CX7-1,Jamie heard that squash was a good vegetable but he didn't know some varieties are high in carbs. Eggplant is a good alternative to the _ .,squash,vegetable,1,-1
3RWO3EJELJNO60RAGW6C3BG4PCHP1N-1,"I tossed the arugula with oil and vinegar and ate it, but tossed the lettuce in the trash, because the _ was fresh.",arugula,lettuce,1,-1
3OCZWXS7ZO5I98EO5T3HXMWS7YY5LM-1,"Her favorite type of desert was fruit instead of ice cream, because she found the _ to be more satisfying.",fruit,ice cream,1,-1
3H1C3QRA01HP2NDB3H3LYXCIQIZECW-1,The meat was eaten by Elena and not Megan because _ loved to eat that kind of food.,Elena,Megan,1,-1
367O8HRHKG6NH25EBXH84G49UBZ4S7-1,"Laura helped Christine with their exercises, as _ knew how to stretch muscles for warming up.",Laura,Christine,1,-1
3KI0JD2ZU3WU7GO7QGOCYLGZWCH76L-1,"Christine made cookies for Elena, because _ had a desire to make a special snack.",Christine,Elena,1,-1
32CAVSKPCG31Y5Z6XI56DH33X6S1U4-1,The food serving on the table is still steaming and James decided to drink some juice first. The _ is hot.,food,juice,1,-1
3OID399FXG5RDTJLYOI20LF0IZIFDY-1,Mary was cooked a special omelet breakfast by Megan because today ( _ ) celebrated her first day of retirement.,Mary,Megan,1,-1
301KG0KX9EZ3I4BIGNYLZLOIV43H2Z-1,The cake was sweeter than the pie because there was more sugar used in the _ .,cake,pie,1,-1
37J05LC5AZXMCK4O1CLN7HV04JDJDL-1,Donald ate so much food at dinner but Randy didn't touched his food. At the end _ stomach was full.,Donald,Randy,1,-1
3OEWW2KGQLP0DVVLHPDSFDCN5FNDO6-1,I used a smoker to cook the meat instead of the oven. On the _ it's faster.,smoker,oven,1,-1
3TZDZ3Y0JS4OKOCWF9YFPNSGVPO91P-1,Patricia wanted to host a weight loss talk show and Laura wanted to host a comedy talk show because _ was more health conscious.,Patricia,Laura,1,1
3W0KKJIARTN569EF2PAJM4HC8HGK8F-1,"Samantha wants to avoid gaining weight so she asks Monica for an extra sessions, because _ isn't happy with her body.",Samantha,Monica,1,0
3E22YV8GG3KRK7YZLJ4A0IT7TRHNPH-1,The water in the cup cannot dissolve the whole of the sugar because the _ is too much.,sugar,water,1,-1
3FSEU3P2NRYIHT7Z7KDGMZAN0N0RRP-1,Aaron was desperately trying to avoid eating candies but Craig was not because _ was overweight.,Aaron,Craig,1,1
3UEDKCTP9X416V9WSKID84LIZ387KT-1,"He decided to use a fork instead of a spoon with the bowl of food, because the _ was dirty.",spoon,fork,1,-1
391JB9X4Z0MKRYGJWQK2RMI7SMIMKI-1,Jason needed help with their diet plan and Derrick was happy to help. _ followed the plan.,Jason,Derrick,1,-1
3BAWBGQGYLX0SH417QKKIF8QKK97VV-1,Hunter is more likely to get diabetes in his life than Aaron due to _ eating more sugar.,Hunter,Aaron,1,1
39XCQ6V3K0IFKCAO2N9F01247YV561-1,The cake tasted a lot worse than the brownie because the baker made the _ with salt and not sugar.,cake,brownie,1,-1
3IWA71V4TIE9S6VROVGA0M5FA2R6XX-1,The husband poured the rice from the bag into the rice cooking bowl until the _ was empty.,bag,bowl,1,-1
3RWSQDNYL9KOBDXHPUDSOLILZW9FFT-1,Candy chose to purchase the boots over the sandals. She felt the _ were more attractive.,boots,sandals,1,-1
3JUDR1D0D6P118BEFF9FG1SASC82QG-1,Angela loved to eat spicy curry but Rachel liked tacos better. _ took a trip to India for the food.,Angela,Rachel,1,0
3XDJY5RK5SJ3WFXI02C8JHMXKSZU41-1,I prefer to eat mushrooms raw rather than cooked as the _ mushrooms taste crisp.,raw,cooked,1,-1
32FESTC2NJ4LL894DFUQUDMT0VFCUI-1,Cynthia wasn't very proficient with their cooking but Kayla was excellent. _ ruined every meal they tried to prepare.,Cynthia,Kayla,1,-1
37VE3DA4YWVX6HBEZGRW0ERMQEIHBC-1,"After I ate dinner, I had a piece of cake, but the _ was so filling so I ate one bite.",dinner,cake,1,-1
3DWGDA5POF2MHVPZIA3BH5HDMIXV1J-1,I gave my son a peanut butter sandwich instead of nutella as the _ is less sweet and healthier.,peanut butter,nutella,1,1
3QGHA0EA0JY09I7WAH1W9JD0F1WBWU-1,Tim was trying to get into good health and preferred berries over limes because the _ were tasty.,berries,limes,1,-1
3V0TR1NRVCGYBVIREV7HBEYC2CU4A6-1,John can smell the scent of the food in the kitchen and it totally overrode the odor of the flower. The _ odor is weaker.,flower,food,1,0
3IJ95K7NDXA6D56TY22NEBR623ONG2-1,Kenneth loved to eat marshmellows and went to Kyle for a recipe because _ didn't cook very well.,Kenneth,Kyle,1,0
3P6ENY9P7BA7TPPK5QJDM1VYJWHIHH-1,"Although Ian loved to eat spicy foods more than Robert, _ hated to eat green salsa.",Ian,Robert,1,-1
3UZUVSO3P7T2B9P2G6XZ1THUKVQME7-1,"Lane put the poultry in the oven and took the bread out, because the _ was cooked.",bread,poultry,1,-1
373L46LKP74FW1BR9VVAJW2I0YBKJ5-1,Katia preferred to eat the chocolate over the fruit for a snack because the _ was delicious.,chocolate,fruit,1,-1
3P520RYKCH4LSY1IE7VIO9SBFA3U5I-1,Adam could stand to eat way less dairy than Christopher because _ was lactose intolerant.,Adam,Christopher,1,-1
3HO4MYYR142W5R033OHN8DUJ4D1U6D-1,"During lunch at school, Carrie always ate her apple more quickly than Megan because _ liked it better.",Carrie,Megan,1,-1
3UV0D2KX1OXT7MZZPBT9PF92YPBF4P-1,John wanted to to lift more weight with his muscles but the _ are too big.,weight,muscle,1,0
3GVPRXWRPHSV6BK18JL13QIWHZM7IA-1,In order to gain control over the situation the leader shot his handgun up in the air but not his shotgun because the _ was within reach.,handgun,shotgun,1,-1
3DIIW4IV8R9DHD1PQJZUSCMUER9I49-1,Ian learned CPR in their college health class but Jason never learnt the procedure. _ was calm and confident helping the heart attack victim.,Ian,Jason,1,-1
3R6RZGK0XFAJ7102UZAKVSSNON8YVL-1,Tanya looked thinner than Megan because _ had lost more weight overall within the three month period.,Tanya,Megan,1,-1
3K8CQCU3KGFH4GV0X5I5SC12KHZWNI-1,Tanya's homemade bird food was better than Jennifer because _ remembered to include sunflower seeds.,Tanya,Jennifer,1,-1
3U74KRR67MJAIASZI21UDU6VND0NT6-1,"Eric declined to eat any of the liver, so Craig ate it all because _ hates the taste of live.",Eric,Craig,1,-1
3U74KRR67MJAIASZI21UDU6VSXENTT-1,Kenneth cooked a nice meal of spaghetti for Donald at dinner because _ wants to impress him.,Kenneth,Donald,1,-1
3R5OYNIC2C7ALV4CYHEMHJBQSCXTPD-1,Donald told Michael how we was going to start eating healthy by eating rice.  _ was motivated.,Donald,Michael,1,-1
3CIS7GGG65HLOHUBP8OLS3YOSYYEUP-1,Being slim and toned came naturally to Patricia but not Samantha because _ worked out regularly.,Patricia,Samantha,1,-1
3S8APUMBJZXDSLK84Q3WXTF9A1MBFT-1,"The gerbil of Kenneth died from neglect, while Hunter's is nice and healthy. _ is an irresponsible pet owner.",Kenneth,Hunter,1,-1
3FHTJGYT8NY6GQI6EHFFI0W1X0LPGR-1,"Carrie had health insurance coverage while Angela did not, as _ had a really great job.",Carrie,Angela,1,-1
37MQ8Z1JQEUAAA206PQ9TNVCRKQY2E-1,Jessica washed and dried Laura's pots and pans because _  borrowed them to cook dinner.,Jessica,Laura,1,0
3VP28W7DUPY9AJNOA4JZJBMBZ4WZF7-1,"The banana nut bread Monica makes is not tasty like Christine's, so _ is the amateur cook.",Monica,Christine,1,0
3HFWPF5AKBXHTVLHVHOPM90CAQN3SE-1,"Rebecca kept a healthy lifestyle while Jessica was often sick, because _ liked to exercise regularly.",Rebecca,Jessica,1,-1
3RWO3EJELH79CBS3WYUCBDSVVA81P7-1,"Eating healthy and exercising was important to Maria but not Emily, since _ had a family history of diabetes.",Maria,Emily,1,-1
3SBNLSTU6U3XIAALZ0C93DVIU6IDZU-1,"Samuel would use alcohol to cook while Eric used tasteless marinade, and _ made more exotic dishes.",Samuel,Eric,1,-1
3ZURAPD288LXLY39IVY7ZJERYNV1FL-1,Jennifer insisted to Erin that this miraculous diet would cause her to lose 20 pounds.  _ was insistent.,Jennifer,Erin,1,-1
32XN26MTXZHJE1SN8NX5GR01QRZL0V-1,Patricia told Cynthia that she was going to start eating a banana every day to be healthier.  _ was changing.,Patricia,Cynthia,1,-1
3GKAWYFRAR7IYV7MWPQ74DHCDCMPDI-1,"To mentally prepare for the speech, Adam ate the vitamins and stopped eating the chips because the _ were bad for his memory.",chips,vitamins,1,-1
3Y3CZJSZ9KRTC691AD0DJY5RDM7R5A-1,I was unable to store the cake in the container since the _ was too big.,cake,container,1,-1
3UUIU9GZC536SLMTE258JD69WTXT5L-1,"Kevin would salt their meat before cooking while Craig used nothing, so _ made tastier dishes.",Kevin,Craig,1,-1
3B286OTISEF9KO25X4ILPIZMVMXJA5-1,"The food was taken out of the box and put in a bag, since it would fail to freeze well in the _ .",box,bag,1,-1
3DWGDA5POF2MHVPZIA3BH5HDMHPV19-1,Leslie recommended that Joseph take vitamins and eat fruits to stave off influenza because _ is a doctor.,Leslie,Joseph,1,-1
3BS6ERDL935VU0QAXVFY6F2NUK76DN-1,Mina decided to cook her curry with brown rice instead of white because the _ rice was more healthy.,brown,white,1,-1
3HEA4ZVWVF0J18AAX4ZA8VO39RT552-1,The candy was sweeter than the cake because the _ was made with more sugar.,candy,cake,1,0
3PKVGQTFIHIREUJLLF5AUV3K3AFRYR-1,Felicia liked to take a supplement containing cranberry but Angela did not because _ was very careful of their health.,Felicia,Angela,1,-1
329E6HTMSYGJ5C89Q8FNVN91SF13KN-1,"Donald never eats bacon, but it is Robert's favorite food, so _ is a vegetarian.",Donald,Robert,1,-1
3S8A4GJRD31HOHQWOGFSC18UUNVV6N-1,The chef tried to store the food inside the basket but the _ was too large.,food,basket,1,-1
3U18MJKL1UKTWTQOWG64OK6R475CNI-1,The student tried to put the food onto the tray but the _ was too small.,tray,food,1,-1
3DTJ4WT8BDD2AGOLVVNT9VD3ZYCZE3-1,I used the toaster and oven to cook dinner.  I tried to clean the _ but it was too small.,toaster,oven,1,0
3VCK0Q0PO5C921V8K0DKTJ4QVMHN0H-1,Eric was better at cooking chicken than Ryan because _ spent a lot of time reading recipes.,Eric,Ryan,1,-1
3D17ECOUOET25MNGY0X5YAPUQGH312-1,Robert always eats veggies as opposed to Joseph because _ loves the way they taste.,Robert,Joseph,1,-1
34OWYT6U3WFZKU8UNGJLHM92COC9IO-1,"Mary made a cake in the oven for her cousin's birthday, but realized she messed up the cake because the _ was too hot.",oven,cake,1,0
3Y3N5A7N4INFB35005LT0UXIQVHMYR-1,The woman switched from a medicated cream to a gel to treat her acne because the _ burned her skin.,cream,gel,1,-1
3R868ACW4SA0UUKC1QDH9YYFCFWZGR-1,I definitely preferred the bowls to the plates because the _ could hold more food.,bowls,plates,1,-1
3MWOYZD5WVMU5INRMLFVJK08TN6NOC-1,The shopper picked out the vegetable and not the fruit he wanted because the _ was tasty.,vegetable,fruit,1,-1
3UQ1LLR26A6FFEQ50PUY5XCEUV7LAD-1,Jeffrey doesn't believe in using the microwave like Neil does because _ is more health conscious.,Jeffrey,Neil,1,-1
3PEG1BH7AEP9EIDFL3ITL8J5SWFBKU-1,Christine had to care for Samantha after their health declined since _ was rather healthy most of the time.,Christine,Samantha,1,-1
3QX22DUVOOFJDKBOBWM91X5GFC2MVP-1,Rachel was significantly healthier than Sarah because _ ate a lot of different fruits and vegetables.,Rachel,Sarah,1,-1
3G57RS03HH3C8MSGVNLCIQXJ1Z725W-1,"While making Easter eggs, Kayla ate a bunch of the eggs while Jennifer didn't eat any. _ was hungry.",Kayla,Jennifer,1,-1
3X52SWXE0ZJYDCY98F9RC17QLEWWCD-1,"The healthy apples were discarded in favor of the fattening cupcakes, as the _ were gross to eat.",apples,cupcakes,1,-1
3D4BBDG7ZJA1MEWLYVYP74WUPWXC38-1,"Kyle was more reluctant than Steven to try eating chia seeds, because _ was a picky eater.",Kyle,Steven,1,0
335HHSX8CFJQLE9YDCI2V4FMTX7DHO-1,"Amy prefers cooking the food over ordering it, because the _ is cheaper in the long term.",cooking,ordering,1,-1
32TZXEA1OLINNI6KYE2O8FH04C6419-1,It was hard for Patricia but not Mary to lose weight because _ had poor eating habits.,Patricia,Mary,1,-1
32ZCLEW0BZIG7S87MN0IFDOHPR8PJZ-1,Logan did better in the cooking class than Ian did because _ had more culinary knowledge and skill.,Logan,Ian,1,0
3JU8CV4BRNQ92SYBMY4NF7TBHQTOPE-1,I made a new feeder for the backyard that had a small opening for the food. They couldn't get through it because the _ was too big.,food,opening,1,-1
3YZ7A3YHR77K7A8L90CI16YWOCTS5O-1,"The smell of the food did not come from the vegetables, but from the spices, as the _ were bland.",vegetables,spices,1,-1
3WKGUBL7SZK0DPAOROK7SUQE2LBL42-1,"There was a huge bonfire burning at Brett's house, his neighbor Leslie called the police, annoying _ .",Brett,Leslie,1,-1
36FQTHX3Z55IC94FKV2UWKQC6UJ3BF-1,Laura likes to pretend to enjoy eating bread more than candy even though she finds the _ to be so bland.,bread,candy,1,0
3M7OI89LV020JXJ3HXWNE78EZIE6CD-1,John cannot lift the weight up to the top of the fence and he dropped it on the table. The _ is tall.,fence,table,1,-1
341H3G5YF0C3JQ9RNOOEO6BZ0I40ZL-1,Benjamin is able to digest food faster than Joseph due to _ being in better shape.,Benjamin,Joseph,1,0
3K2CEDRACBZ40S7Z61MU0FHVN8CMT2-1,While trying to maintain a healthy diet Jim decided to eat bananas but ignored apples because the _ were delicious.,bananas,apples,1,-1
3KLL7H3EGFFCFV9K4XIW1QLSRUSVHY-1,It was more likely that Michael would get diabetes than Randy because _ had an unhealthy diet.,Michael,Randy,1,-1
3AJA9FLWSCW8L4Z7Q2JDRIVDFPCFIX-1,Benjamin peeled the hardboiled egg for the recipe while Lawrence cooked the sauce because _ was bad at cooking.,Benjamin,Lawrence,1,0
39RRBHZ0AUZJCRA7QLC39Z1PUAVVZE-1,Jeffrey showed Michael how to cook since _ was a teacher at a culinary school.,Jeffrey,Michael,1,-1
3HYV4299H0UNQKNYM5NGWBGZVD2E8H-1,Hunter ate a lot of fish for dinner but William could not so _ ordered salmon at the restaurant.,Hunter,William,1,-1
3UUIU9GZC536SLMTE258JD69WUST5I-1,Hunter loved to eat juicy steak but Randy would never eat any of it because _ was a carnivore.,Hunter,Randy,1,0
3H5TOKO3DBXXOT6OOIQ5V9WQ79D46M-1,"Jim did not like vegetarian food, so he was glad that he could substitute his carrot for a burger as the _ tasted horrible to him.",carrot,burger,1,-1
3OKP4QVBP2VZTMC4PYXIS5763SYAG6-1,Rihannon didn't like stale food so had the pizza instead of the salad since the _ was old.,salad,pizza,1,-1
32W3UF2EZQZM4AFPY938H9OZ1GE4C6-1,The doctor recommended diet and exercise to lose the weight but she struggled because the _ was so restrictive.,diet,exercise,1,-1
3X52SWXE0ZJYDCY98F9RC17RNJLWCG-1,"As he walked through the open door, he immediately saw the cake on the counter but not the puddle on the floor, because the _ was inconspicuous.",puddle,cake,1,-1
3DTJ4WT8BFTH45NSFTZT1T1BNSEEZF-1,The chef cooked better food in the restaurant than the diner because the _ had worse equipment.,diner,restaurant,1,-1
3YZ7A3YHR5R5DL9EP20I98ANUBF5S6-1,A career as a photographic model suited Leslie but not Joel because _ has a healthy glow to their skin.,Leslie,Joel,1,-1
3VJ4PFXFJ5LXSTC6T1YZOIW50HJAUH-1,The cook liked her recipe for Chicken Parmesan more than the one she had for Lasagna. She thought the _ recipe was more unique.,Chicken Parmesan,Lasagna,1,0
3TUOHPJXYHV7MLAXFDTEYG4SY01WXX-1,The chef wanted to store the food in the freezer but the _ was too small.,Freezer,food,1,-1
3P7RGTLO6EB4V88NFPIXQXZZ5W9AK8-1,"Jennifer prefers food cooked in a cast iron skillet, but Megan does not, because _ likes the way the food tastes.",Jennifer,Megan,1,-1
3ZICQFRS33WFF0EOBGD6M32UCQ0ZZ6-1,"The lifting improved her flexibility, while, strangely, the stretching did not.  The _ was just so effective for her goals.",lifting,stretching,1,-1
33N1S8XHHMJ3QFU9J7SE2BU9AS11ZL-1,Michael picked and ate oranges without permission from Dennis's orange tree grove. _ was a thief.,Michael,Dennis,1,-1
38B7Q9C28IJYLZC05DMWCH75RMH96F-1,The woman added a collagen supplement to her morning fruit smoothie because the _ maintained her youth.,collagen,smoothie,1,-1
33N1S8XHHOZIK4TG354EU9IHY401ZF-1,"When it comes to cooking, Elena takes more time to prepare food than Sarah because _ pay more attention to details.",Elena,Sarah,1,0
3XBXDSS888HRBRYYBZMCP5NCVENXLW-1,Monica loved to eat potato chips but not Cynthia so _ had a very flabby belly.,Monica,Cynthia,1,-1
3XQ4XW3ODBQS8DPYRHAK3ZVK5L3S2R-1,"Katrina asked Angela to put the dishes into the dishwasher, so _ could finish cooking.",Katrina,Angela,1,-1
3WJGKMRWVI7KAHZB7MS1SFUXQ33DC1-1,The cook tried to put the bagels in the cases but the _ were too small.,cases,bagels,1,-1
3HJ1EVZS2QX5SGL4GSOKWZVFNLTR3U-1,Carrie handed the freshly picked plum to Christine to eat because _ disliked the fruit.,Carrie,Christine,1,-1
3SD15I2WD2SXC8OD469MT6GBYNQ36L-1,Losing weight was difficult for Samantha but not Tanya because _  found it hard to stick to a diet.,Samantha,Tanya,1,1
3B286OTISEF9KO25X4ILPIZMQ9YJAB-1,The fish swam towards Neil and not Robert because _ was pouring the food in the aquarium.,Neil,Robert,1,-1
3HYV4299H0UNQKNYM5NGWBGZ0QLE8V-1,The fresh vegetable would not fit on the grill because the _ is too tiny.,grill,vegetable,1,0
3GMLHYZ0LEVJUMB2P90FZ6Q4FWXYUV-1,John decided it would be more romantic to cook at the house rather than going to the restaurant because the _ is intimate.,house,restaurant,1,0
3QHITW7OYO7Q6B6ISU2UMJB89JWAQY-1,Amy drank Christine's a diet coke because it is summer and _ is feeling very hot and thirsty.,Amy,Christine,1,-1
3ATYLI1PRT0YMSW67NN3QDJRFLXJOV-1,"Medical treatments were a steady part of Aaron's life, but not Ian's because _ ate unhealthy foods.",Aaron,Ian,1,-1
3MJ28H2Y1E6QFTHLILJ9P30M233O5M-1,Ben had the choice to eat stinky fish or stinky tofu. He ate the _ because it was vegetarian.,stinky tofu,stinky fish,1,-1
3FVBZG9CLLSWMU8410U7GXV2X1N0HP-1,"Dan gathered together extra clothes and extra food in case of a disaster, but the _ got wet and went bad.",food,clothes,1,-1
3KG2UQJ0ML2CKJZELWJZ0NJGWI7NQY-1,"Rachel enjoyed primarily savory food while Emily enjoyed banana splits, therefore _ would seldomly eat desserts.",Rachel,Emily,1,0
3SMIWMMK63JUZ6F9U6UR67TWSFGWU2-1,Joel was overweight but Jeffrey was very fit. _ had to lose weight to keep from getting diabetes.,Joel,Jeffrey,1,-1
